Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,Locus Type,Is Pseudogene,Is Obsolete,Is Partial Gene,Transmembrane Helices,Signal Peptides,Scaffold External Accession,Scaffold GC %,COG,Pfam,Tigrfam,Enzyme,KO,IMG Term
638208732,YBL080C,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (EC 6.3.5.-),638208609,Saccharomyces cerevisiae S288C,1,PET112,NP_009473,chromosome II,73067,74692,-,CDS,No,No,,,,NC_001134,0.38,COG0064===Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit,pfam02934===GatB_N<<>>pfam02637===GatB_Yqey,"TIGR00133===aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit",EC:6.3.5.6===Asparaginyl-tRNA synthase (glutamine-hydrolyzing).<<>>EC:6.3.5.7===Glutaminyl-tRNA synthase (glutamine-hydrolyzing).,"KO:K02434===gatB, PET112===aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]",1529===aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (EC 6.3.5.-)
638208731,YBL081W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YBL081W,NP_009472,chromosome II,71863,72969,+,CDS,No,No,,,,NC_001134,0.38,,,,,,
638208730,YBL082C,"Dolichol-P-Man dependent alpha(1-3) mannosyltransferase, involved in the synthesis of dolichol-linked oligosaccharide donor for N-linked glycosylation of proteins",638208609,Saccharomyces cerevisiae S288C,1,ALG3,NP_009471,chromosome II,69748,71124,-,CDS,No,No,,9,,NC_001134,0.38,,pfam05208===ALG3,,"EC:2.4.1.258===Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase.","KO:K03845===ALG3===alpha-1,3-mannosyltransferase [EC:2.4.1.258]",
638208729,YBL084C,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition",638208609,Saccharomyces cerevisiae S288C,1,CDC27,NP_009469,chromosome II,67166,69442,-,CDS,No,No,,,,NC_001134,0.38,COG0457===Tetratricopeptide (TPR) repeat,pfam13181===TPR_8<<>>pfam13432===TPR_16<<>>pfam00515===TPR_1<<>>pfam12895===ANAPC3,,,"KO:K03350===APC3, CDC27===anaphase-promoting complex subunit 3",
638208728,YBL085W,"Protein implicated in polar growth, functionally redundant with Boi2p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain",638208609,Saccharomyces cerevisiae S288C,1,BOI1,NP_009468,chromosome II,63873,66815,+,CDS,No,No,,,,NC_001134,0.38,,pfam07647===SAM_2<<>>pfam00169===PH<<>>pfam00018===SH3_1,,,,
638208727,YBL086C,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery,638208609,Saccharomyces cerevisiae S288C,1,YBL086C,NP_009467,chromosome II,61199,62599,-,CDS,No,No,,,,NC_001134,0.38,,pfam10358===NT-C2,,,,
638208726,YBL087C,LSU ribosomal protein L14P,638208609,Saccharomyces cerevisiae S288C,1,RPL23A,NP_009466,chromosome II,59818,60735,-,CDS,No,No,,,,NC_001134,0.38,COG0093===Ribosomal protein L14,pfam00238===Ribosomal_L14,,,"KO:K02894===RP-L23e, RPL23===large subunit ribosomal protein L23e",232===LSU ribosomal protein L14P
638208725,YBL088C,"Protein kinase, primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; functionally redundant with Mec1p; homolog of human ataxia telangiectasia (ATM) gene",638208609,Saccharomyces cerevisiae S288C,1,TEL1,NP_009465,chromosome II,51016,59379,-,CDS,No,No,,,,NC_001134,0.38,"COG5032===Phosphatidylinositol kinase or protein kinase, PI-3  family",pfam02260===FATC<<>>pfam00454===PI3_PI4_kinase<<>>pfam11640===TAN,,EC:2.7.11.1===Non-specific serine/threonine protein kinase.,"KO:K04728===ATM, TEL1===ataxia telangiectasia mutated family protein [EC:2.7.11.1]",
638208724,YBL089W,"Putative transporter, member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters",638208609,Saccharomyces cerevisiae S288C,1,AVT5,NP_009464,chromosome II,49571,50950,+,CDS,No,No,,9,,NC_001134,0.38,COG0814===Amino acid permease,pfam01490===Aa_trans,,,,
638208723,YBL090W,SSU ribosomal protein MRPS21P,638208609,Saccharomyces cerevisiae S288C,1,MRP21,NP_009463,chromosome II,48822,49355,+,CDS,No,No,,,,NC_001134,0.38,,pfam01165===Ribosomal_S21,,,KO:K17415===MRP21===small subunit ribosomal protein MRP21,2884===SSU ribosomal protein MRPS21P
638208722,YBL091C,"methionine aminopeptidase, type II (EC 3.4.11.18)",638208609,Saccharomyces cerevisiae S288C,1,MAP2,NP_009462,chromosome II,47360,48625,-,CDS,No,No,,,,NC_001134,0.38,COG0024===Methionine aminopeptidase,pfam00557===Peptidase_M24,"TIGR00501===methionine aminopeptidase, type II",EC:3.4.11.18===Methionyl aminopeptidase.,KO:K01265===map===methionyl aminopeptidase [EC:3.4.11.18],"2546===methionine aminopeptidase, type II (EC 3.4.11.18)"
638208721,YBL091C-A,Protein involved in regulation of phospholipid metabolism; homolog of Scs2p2; similar to D. melanogaster inturned protein,638208609,Saccharomyces cerevisiae S288C,1,SCS22,NP_009461,chromosome II,46562,47177,-,CDS,No,No,,1,,NC_001134,0.38,,pfam00635===Motile_Sperm,,,,
638208720,YBL092W,LSU ribosomal protein L32E,638208609,Saccharomyces cerevisiae S288C,1,RPL32,NP_009460,chromosome II,45975,46367,+,CDS,No,No,,,,NC_001134,0.38,COG1717===Ribosomal protein L32E,pfam01655===Ribosomal_L32e,,,"KO:K02912===RP-L32e, RPL32===large subunit ribosomal protein L32e",259===LSU ribosomal protein L32E
638208719,YBL093C,RNA polymerase II holoenzyme component,638208609,Saccharomyces cerevisiae S288C,1,ROX3,NP_009459,chromosome II,44253,44915,-,CDS,No,No,,,,NC_001134,0.38,,pfam08633===Rox3,,,"KO:K15138===ROX3, MED19===mediator of RNA polymerase II transcription subunit 19, fungi type",
638208718,YBL095W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YBL095W,NP_009457,chromosome II,43274,44086,+,CDS,No,No,,,,NC_001134,0.38,,pfam03061===4HBT,,,,
638208717,YBL097W,"Essential protein required for chromosome condensation, likely to function as an intrinsic component of the condensation machinery, may influence multiple aspects of chromosome transmission and dynamics",638208609,Saccharomyces cerevisiae S288C,1,BRN1,NP_009455,chromosome II,40828,43092,+,CDS,No,No,,,,NC_001134,0.38,,pfam05786===Cnd2,,,"KO:K06676===BRRN1, BRN1, CAPH===condensin complex subunit 2",
638208716,YBL098W,Kynurenine 3-monooxygenase (EC 1.14.13.9),638208609,Saccharomyces cerevisiae S288C,1,BNA4,NP_009454,chromosome II,39142,40524,+,CDS,No,No,,,,NC_001134,0.38,COG0654===2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases,pfam01494===FAD_binding_3,,EC:1.14.13.9===Kynurenine 3-monooxygenase.,KO:K00486===KMO===kynurenine 3-monooxygenase [EC:1.14.13.9],584===Kynurenine 3-monooxygenase (EC 1.14.13.9)
638208715,YBL099W,ATP synthase F1 subcomplex alpha subunit,638208609,Saccharomyces cerevisiae S288C,1,ATP1,NP_009453,chromosome II,37050,38687,+,CDS,No,No,,,,NC_001134,0.38,"COG0056===FoF1-type ATP synthase, alpha subunit",pfam00006===ATP-synt_ab<<>>pfam02874===ATP-synt_ab_N<<>>pfam00306===ATP-synt_ab_C,"TIGR00962===proton translocating ATP synthase, F1 alpha subunit",,"KO:K02132===ATPeF1A, ATP5A1, ATP1===F-type H+-transporting ATPase subunit alpha",5508===ATP synthase F1 subcomplex alpha subunit
638208713,YBL100W-A,Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag,638208609,Saccharomyces cerevisiae S288C,1,TY2A-LR2,NP_009451,chromosome II,29932,31248,+,CDS,No,No,,,,NC_001134,0.38,,pfam01021===TYA,,,,
638208712,YBL100W-B,Ty1 transposon peptidase. Aspartic peptidase. MEROPS family A11B,638208609,Saccharomyces cerevisiae S288C,1,TY2B-LR1,NP_009450,chromosome II,29932,35245,+,CDS,No,No,,,,NC_001134,0.38,,pfam07727===RVT_2<<>>pfam01021===TYA<<>>pfam00665===rve<<>>pfam13976===gag_pre-integrs,,,,3785===Ty1 transposon peptidase. Aspartic peptidase. MEROPS family A11B
638208710,YBL101C,Non-essential protein of unknown function; promoter contains several Gcn4p binding elements,638208609,Saccharomyces cerevisiae S288C,1,ECM21,NP_009449,chromosome II,24946,28299,-,CDS,No,No,,,,NC_001134,0.38,,pfam02752===Arrestin_C,,,,
638208709,YBL102W,"Non-essential tetra-spanning membrane protein found mostly in the late Golgi, can suppress some sed5 alleles; may be part of the transport machinery, but precise function is unknown; similar to mammalian syntaxin 5",638208609,Saccharomyces cerevisiae S288C,1,SFT2,NP_009448,chromosome II,24098,24745,+,CDS,No,No,,4,,NC_001134,0.38,,pfam04178===Got1,,,,
638208708,YBL103C,"Basic helix-loop-helix-leucine zipper (bHLH/Zip) transcription factor that forms a complex with another bHLH/Zip protein, Rtg1p, to activate the retrograde (RTG) and TOR pathways",638208609,Saccharomyces cerevisiae S288C,1,RTG3,NP_009447,chromosome II,22075,23535,-,CDS,No,No,,,,NC_001134,0.38,,pfam00010===HLH,,,,
638208707,YBL104C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YBL104C,NP_009446,chromosome II,18177,21293,-,CDS,No,No,,,,NC_001134,0.38,,pfam17034===zinc_ribbon_16,,,,
638208706,YBL105C,"Protein serine/threonine kinase essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha, beta, and gamma isoforms of mammalian protein kinase C (PKC)",638208609,Saccharomyces cerevisiae S288C,1,PKC1,NP_009445,chromosome II,14241,17696,-,CDS,No,No,,,,NC_001134,0.38,COG0515===Serine/threonine protein kinase,pfam00130===C1_1<<>>pfam02185===HR1<<>>pfam00433===Pkinase_C<<>>pfam00168===C2<<>>pfam00069===Pkinase,,EC:2.7.11.13===Protein kinase C.,KO:K02677===PRKCA===classical protein kinase C alpha type [EC:2.7.11.13],
638208705,YBL106C,Protein with roles in exocytosis and cation homeostasis; functions in docking and fusion of post-Golgi vesicles with plasma membrane; homolog of Sro7p and Drosophila lethal giant larvae tumor suppressor; interacts with SNARE protein Sec9p,638208609,Saccharomyces cerevisiae S288C,1,SRO77,NP_009444,chromosome II,10847,13879,-,CDS,No,No,,,,NC_001134,0.38,,pfam08596===Lgl_C,,,,
638208704,YBL107C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,MIX23,NP_009443,chromosome II,9961,10551,-,CDS,No,No,,,,NC_001134,0.38,,pfam09774===Cid2,,,,
638208701,YBL111C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,TEL02L-XC,NP_009439,chromosome II,2907,5009,-,CDS,No,No,,,,NC_001134,0.38,,pfam11603===Sir1<<>>pfam00270===DEAD,,,,
638208700,YBL112C,Putative protein of unknown function; YBL112C is contained within TEL02L,638208609,Saccharomyces cerevisiae S288C,1,YHR218W-A,NP_009438,chromosome II,2582,2899,-,CDS,No,No,,,,NC_001134,0.38,,pfam00271===Helicase_C,,,,
638208699,YBL113C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YBL113C,NP_009437,chromosome II,280,2658,-,CDS,No,No,,,,NC_001134,0.38,,,,,,
638208698,YAR071W,"One of three repressible acid phosphatases, a glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2",638208609,Saccharomyces cerevisiae S288C,1,TEL01R-TR,NP_009434,chromosome I,225451,226854,+,CDS,No,No,,,1,NC_001133,0.39,,pfam00328===His_Phos_2,,EC:3.1.3.2===Acid phosphatase.,KO:K01078===E3.1.3.2===acid phosphatase [EC:3.1.3.2],
638208697,YAR068W,putative membrane protein,638208609,Saccharomyces cerevisiae S288C,1,YHR214W-A,NP_009431,chromosome I,222397,222882,+,CDS,No,No,,,,NC_001133,0.39,,,,,,
638208696,YAR066W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YHR214W,NP_009430,chromosome I,221040,221651,+,CDS,No,No,,,1,NC_001133,0.39,,,,,,
638208695,YAR064W,Putative protein of unknown function,638208609,Saccharomyces cerevisiae S288C,1,YHR213W-B,NP_009429,chromosome I,220189,220488,+,CDS,No,No,,,,NC_001133,0.39,,,,,,
638208694,YAR050W,"Lectin-like protein involved in flocculation, cell wall protein that binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; similar to Flo5p",638208609,Saccharomyces cerevisiae S288C,1,FLO1,NP_009424,chromosome I,203394,208007,+,CDS,No,No,,1,1,NC_001133,0.39,,pfam07691===PA14<<>>pfam00624===Flocculin,,,,
638208693,YAR042W,Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction,638208609,Saccharomyces cerevisiae S288C,1,SWH1,NP_009421,chromosome I,192613,196179,+,CDS,No,No,,,,NC_001133,0.39,,pfam00169===PH<<>>pfam13637===Ank_4<<>>pfam01237===Oxysterol_BP,,,KO:K06867===K06867===uncharacterized protein,
638208691,YAR035W,"Outer mitochondrial carnitine acetyltransferase, minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix",638208609,Saccharomyces cerevisiae S288C,1,YAT1,NP_009420,chromosome I,190187,192250,+,CDS,No,No,,,,NC_001133,0.39,,pfam00755===Carn_acyltransf,,EC:2.3.1.7===Carnitine O-acetyltransferase.,KO:K00624===E2.3.1.7===carnitine O-acetyltransferase [EC:2.3.1.7],
638208690,YAR033W,"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles",638208609,Saccharomyces cerevisiae S288C,1,MST28,NP_009419,chromosome I,188101,188805,+,CDS,No,No,,2,,NC_001133,0.39,,pfam00674===DUP,,,,
638208689,YAR031W,"Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family",638208609,Saccharomyces cerevisiae S288C,1,PRM9,NP_009418,chromosome I,186830,187726,+,CDS,No,No,,2,,NC_001133,0.39,,pfam00674===DUP,,,,
638208688,YAR029W,Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,638208609,Saccharomyces cerevisiae S288C,1,YAR029W,NP_009416,chromosome I,186315,186539,+,CDS,No,No,,,,NC_001133,0.39,,pfam00674===DUP,,,,
638208687,YAR028W,"Putative integral membrane protein, member of DUP240 gene family",638208609,Saccharomyces cerevisiae S288C,1,YAR028W,NP_009415,chromosome I,184886,185590,+,CDS,No,No,,2,,NC_001133,0.39,,pfam00674===DUP,,,,
638208686,YAR027W,Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family,638208609,Saccharomyces cerevisiae S288C,1,UIP3,NP_009414,chromosome I,183764,184471,+,CDS,No,No,,2,,NC_001133,0.39,,pfam00674===DUP,,,,
638208683,YAR023C,"Putative integral membrane protein, member of DUP240 gene family",638208609,Saccharomyces cerevisiae S288C,1,YAR023C,NP_009413,chromosome I,179279,179818,-,CDS,No,No,,1,,NC_001133,0.39,,pfam00674===DUP,,,,
638208682,YAR020C,"Part of 23-member seripauperin multigene family, active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme",638208609,Saccharomyces cerevisiae S288C,1,PAU7,NP_009412,chromosome I,176854,177021,-,CDS,No,No,,1,1,NC_001133,0.39,,pfam00660===SRP1_TIP1,,,,
638208681,YAR019C,Protein kinase of the Mitotic Exit Network that is localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p,638208609,Saccharomyces cerevisiae S288C,1,CDC15,NP_009411,chromosome I,172209,175133,-,CDS,No,No,,,,NC_001133,0.39,COG0515===Serine/threonine protein kinase,pfam00069===Pkinase,,EC:2.7.11.1===Non-specific serine/threonine protein kinase.,KO:K06683===CDC15===cell division control protein CDC15 [EC:2.7.11.1],
638208680,YAR018C,Nonessential protein kinase with unknown cellular role,638208609,Saccharomyces cerevisiae S288C,1,KIN3,NP_009410,chromosome I,170391,171698,-,CDS,No,No,,,,NC_001133,0.39,COG0515===Serine/threonine protein kinase,pfam00069===Pkinase,,EC:2.7.11.1===Non-specific serine/threonine protein kinase.,KO:K08857===NEK===NIMA (never in mitosis gene a)-related kinase [EC:2.7.11.1],
638208679,YAR015W,phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),638208609,Saccharomyces cerevisiae S288C,1,ADE1,NP_009409,chromosome I,169370,170290,+,CDS,No,No,,,,NC_001133,0.39,COG0152===Phosphoribosylaminoimidazole-succinocarboxamide synthase,pfam01259===SAICAR_synt,TIGR00081===phosphoribosylaminoimidazole-succinocarboxamide synthase,EC:6.3.2.6===Phosphoribosylaminoimidazolesuccinocarboxamide synthase.,KO:K01923===purC===phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6],1292===phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)
638208678,YAR014C,"Protein involved in bud-site selection, Bud14p-Glc7p complex functions as a cortical regulator of dynein; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern",638208609,Saccharomyces cerevisiae S288C,1,BUD14,NP_009408,chromosome I,166743,168866,-,CDS,No,No,,,,NC_001133,0.39,,pfam00018===SH3_1,,,,
638208676,YAR010C,Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional,638208609,Saccharomyces cerevisiae S288C,1,TY1A-PR1,NP_009407,chromosome I,164545,165867,-,CDS,No,No,,,,NC_001133,0.39,,pfam01021===TYA,,,,
638208675,YAR009C,Retrotransposon TYA Gag and TYB Pol genes; in YARCTY1-1 TYB is mutant and probably non-functional,638208609,Saccharomyces cerevisiae S288C,1,TY1B-A,NP_009406,chromosome I,160598,164188,-,CDS,No,No,,,,NC_001133,0.39,,pfam00665===rve<<>>pfam07727===RVT_2,,,,
638208674,YAR008W,"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease",638208609,Saccharomyces cerevisiae S288C,1,SEN34,NP_009405,chromosome I,158967,159794,+,CDS,No,No,,,,NC_001133,0.39,COG1676===tRNA splicing endonuclease,pfam01974===tRNA_int_endo,TIGR00324===tRNA-intron lyase,EC:3.1.27.9===tRNA-intron lyase.,KO:K15323===TSEN34===tRNA-splicing endonuclease subunit Sen34 [EC:3.1.27.9],
638208673,YAR007C,"Subunit of heterotrimeric Replication Factor A (RF-A), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination",638208609,Saccharomyces cerevisiae S288C,1,RFA1,NP_009404,chromosome I,156756,158621,-,CDS,No,No,,,,NC_001133,0.39,"COG1599===ssDNA-binding replication factor A, large subunit",pfam16900===REPA_OB_2<<>>pfam04057===Rep-A_N<<>>pfam08646===Rep_fac-A_C<<>>pfam01336===tRNA_anti-codon,TIGR00617===replication factor-a protein 1 (rpa1),,"KO:K07466===RFA1, RPA1, rpa===replication factor A1",
638208672,YAR003W,WD-40 repeat-containing protein,638208609,Saccharomyces cerevisiae S288C,1,SWD1,NP_009403,chromosome I,155007,156287,+,CDS,No,No,,,,NC_001133,0.39,,pfam00400===WD40,,,"KO:K14961===RBBP5, SWD1, CPS50===COMPASS component SWD1",5615===WD-40 repeat-containing protein
638208671,YAR002C-A,"Protein that forms a heterotrimeric complex with Erp2p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles",638208609,Saccharomyces cerevisiae S288C,1,ERP1,NP_009402,chromosome I,154067,154726,-,CDS,No,No,,2,1,NC_001133,0.39,,pfam01105===EMP24_GP25L,,,,
638208670,YAR002W,"Subunit of the nuclear pore complex (NPC), functions to anchor Nup2p to the NPC in a process controlled by the nucleoplasmic concentration of Gsp1p-GTP; potential Cdc28p substrate; involved in telomere maintenance",638208609,Saccharomyces cerevisiae S288C,1,NUP60,NP_009401,chromosome I,152259,153878,+,CDS,No,No,,,,NC_001133,0.39,,,,,KO:K18718===NUP60===nucleoporin NUP60,
638208669,YAL001C,Largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding,638208609,Saccharomyces cerevisiae S288C,1,TFC3,NP_009400,chromosome I,147596,151168,-,CDS,No,No,,,,NC_001133,0.39,,pfam04182===B-block_TFIIIC,,,KO:K15204===TFC3===transcription factor C subunit 3,
638208668,YAL002W,"Membrane-associated hydrophilic protein that interacts with the small GTPase, Vps21p, to facilitate soluble vacuolar protein localization; required for localization and trafficking of the CPY sorting receptor; contains a RING finger motif",638208609,Saccharomyces cerevisiae S288C,1,VPS8,NP_009399,chromosome I,143709,147533,+,CDS,No,No,,,,NC_001133,0.39,,pfam12816===Vps8,,,,
638208666,YAL003W,translation elongation factor 1B subunit beta (eEF-1Bb),638208609,Saccharomyces cerevisiae S288C,1,EFB1,NP_009398,chromosome I,142176,143162,+,CDS,No,No,,,,NC_001133,0.39,COG2092===Translation elongation factor EF-1beta,pfam10587===EF-1_beta_acid<<>>pfam00736===EF1_GNE,,,KO:K03232===EEF1B===elongation factor 1-beta,2574===translation elongation factor 1B subunit beta (eEF-1Bb)
638208665,YAL005C,"ATPase involved in protein folding and nuclear localization signal (NLS)-directed nuclear transport; member of heat shock protein 70 (HSP70) family; forms a chaperone complex with Ydj1p; localized to the nucleus, cytoplasm, and cell wall",638208609,Saccharomyces cerevisiae S288C,1,SSA1,NP_009396,chromosome I,139505,141433,-,CDS,No,No,,,,NC_001133,0.39,COG0443===Molecular chaperone DnaK (HSP70),pfam00012===HSP70,TIGR02350===chaperone protein DnaK,,KO:K06758===CHL1===L1 cell adhesion molecule like protein,
638208663,YAL007C,"Protein that forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles",638208609,Saccharomyces cerevisiae S288C,1,ERP2,NP_009395,chromosome I,137700,138347,-,CDS,No,No,,2,1,NC_001133,0.39,,pfam01105===EMP24_GP25L,,,KO:K14825===ERP2===protein ERP2,
638208662,YAL008W,Mitochondrial protein of unknown function,638208609,Saccharomyces cerevisiae S288C,1,FUN14,NP_009394,chromosome I,136916,137512,+,CDS,No,No,,2,,NC_001133,0.39,,pfam04930===FUN14,,,,
638208661,YAL009W,"Integral nuclear/ER membrane protein of unknown function, required for normal nuclear envelope morphology and sporulation",638208609,Saccharomyces cerevisiae S288C,1,SPO7,NP_009393,chromosome I,135856,136635,+,CDS,No,No,,2,,NC_001133,0.39,,pfam03907===Spo7,,,,
638208660,YAL010C,"Subunit of the mitochondrial sorting and assembly machinery (SAM complex); has a role in assembly of the TOM complex, which mediates protein import through the outer membrane; required for normal mitochondrial morphology and inheritance",638208609,Saccharomyces cerevisiae S288C,1,MDM10,NP_009392,chromosome I,134186,135667,-,CDS,No,No,,,,NC_001133,0.39,,pfam12519===MDM10,,,KO:K17774===MDM10===mitochondrial distribution and morphology protein 10,
638208659,YAL011W,"Protein of unknown function, component of the Swr1p complex that incorporates Htz1p into chromatin; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae",638208609,Saccharomyces cerevisiae S288C,1,SWC3,NP_009391,chromosome I,132202,134079,+,CDS,No,No,,,,NC_001133,0.39,,,,,KO:K11682===SWC3===SWR1-complex protein 3,
638208658,YAL012W,cystathionine gamma-lyase (EC 4.4.1.1),638208609,Saccharomyces cerevisiae S288C,1,CYS3,NP_009390,chromosome I,130802,131986,+,CDS,No,No,,,,NC_001133,0.39,COG0626===Cystathionine beta-lyase/cystathionine gamma-synthase,pfam01053===Cys_Met_Meta_PP,,EC:4.4.1.1===Cystathionine gamma-lyase.,KO:K01758===CTH===cystathionine gamma-lyase [EC:4.4.1.1],511===cystathionine gamma-lyase (EC 4.4.1.1)
638208657,YAL013W,"Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation",638208609,Saccharomyces cerevisiae S288C,1,DEP1,NP_009389,chromosome I,129271,130533,+,CDS,No,No,,,,NC_001133,0.39,,pfam08598===Sds3,,,,
638208656,YAL014C,Endosomal SNARE related to mammalian syntaxin 8,638208609,Saccharomyces cerevisiae S288C,1,SYN8,NP_009388,chromosome I,128253,129020,-,CDS,No,No,,1,,NC_001133,0.39,,,,,KO:K08501===STX8===syntaxin 8,
638208655,YAL015C,"DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase involved in base excision repair, localizes to the nucleus and mitochondrion",638208609,Saccharomyces cerevisiae S288C,1,NTG1,NP_009387,chromosome I,126904,128103,-,CDS,No,No,,,,NC_001133,0.39,COG0177===Endonuclease III,pfam00730===HhH-GPD<<>>pfam00633===HHH,,EC:4.2.99.18===DNA-(apurinic or apyrimidinic site) lyase.,KO:K10773===NTH===endonuclease III [EC:4.2.99.18],
638208654,YAL016W,"Regulatory subunit A of the heterotrimeric protein phosphatase 2A, which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and for transcription by RNA polymerase III",638208609,Saccharomyces cerevisiae S288C,1,TPD3,NP_009386,chromosome I,124880,126787,+,CDS,No,No,,,,NC_001133,0.39,,pfam13646===HEAT_2,,,KO:K03456===PPP2R1===serine/threonine-protein phosphatase 2A regulatory subunit A,
638208653,YAL017W,One of two (see also PSK2) PAS domain containing S/T protein kinases; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status,638208609,Saccharomyces cerevisiae S288C,1,PSK1,NP_009385,chromosome I,120226,124296,+,CDS,No,No,,,,NC_001133,0.39,,pfam00069===Pkinase,,EC:2.7.11.-===Transferases. Transferring phosphorus-containing groups. Protein-serine/threonine kinases.,KO:K08286===E2.7.11.-===protein-serine/threonine kinase [EC:2.7.11.-],
638208652,YAL018C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,LDS1,NP_009384,chromosome I,118565,119542,-,CDS,No,No,,5,,NC_001133,0.39,,,,,,
638208651,YAL019W,"Protein whose overexpression affects chromosome stability, potential Cdc28p substrate; homolog of Snf2p",638208609,Saccharomyces cerevisiae S288C,1,FUN30,NP_009383,chromosome I,114920,118315,+,CDS,No,No,,,,NC_001133,0.39,"COG0553===Superfamily II DNA or RNA helicase, SNF2 family",pfam00271===Helicase_C<<>>pfam00176===SNF2_N,,EC:3.6.4.12===DNA helicase.,KO:K14439===SMARCAD1===SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [EC:3.6.4.12],
